Index,value
2004/5/24,0.967918062
2004/5/25,0.954978007
2004/5/26,0.961233342
2004/5/27,0.979082031
2004/5/28,0.971616614
2004/5/31,0.977032701
2004/6/1,0.989699512
2004/6/2,0.977520636
2004/6/3,0.962648356
2004/6/4,0.962423906
2004/6/7,0.949737577
2004/6/8,0.93173275
2004/6/9,0.918587762
2004/6/10,0.921466582
2004/6/11,0.920110121
2004/6/14,0.90228095
2004/6/15,0.919934464
2004/6/16,0.924306368
2004/6/17,0.903695964
2004/6/18,0.888228402
2004/6/21,0.887115909
2004/6/22,0.896630655
2004/6/23,0.89082422
2004/6/24,0.884549367
